"n","uc_y1_1990","uc_y1_2019","uc_y10_1990","uc_y10_2019","arbreak_y1_1990","arbreak_y1_2019","arbreak_y10_1990","arbreak_y10_2019","arlearn_y1_1990","arlearn_y1_2019","arlearn_y10_1990","arlearn_y10_2019"
229,1.11327145532783,0.695027905275333,1.43980753965291,0.781109169219911,2.28627492686135,0.708614853137583,2.67134684284847,1.51442696526169,2.39826008036599,1.21197225179804,2.96568914895561,1.87074128477074
230,1.11035804203508,0.69347504924943,1.43538952734102,0.779139239737239,2.28368191540922,0.707769405512101,2.66514074813141,1.51289069323471,2.39543590309971,1.21114499248499,2.95831695469107,1.86842568367991
231,1.10748261327661,0.691922575810229,1.43098663384894,0.777190718769871,2.2810478418378,0.706935963378583,2.65895473245395,1.51131735238381,2.39255718436727,1.21031724888105,2.95098799879244,1.86615719997673
232,1.10462054076632,0.690388715845785,1.4266148052025,0.775252563992505,2.27840140514708,0.706077994442087,2.65287604126986,1.50977886778996,2.38964980438667,1.20950769918242,2.94359295212088,1.86383067483277
233,1.10179897753799,0.688852201672487,1.42226109044041,0.773320748196174,2.27574651238234,0.705222552319962,2.64690581076296,1.50828590967416,2.38665303040271,1.20871159093277,2.93607499642973,1.86148915788984
234,1.09896186263286,0.687306871933421,1.41794640633051,0.771372661036695,2.27303623292743,0.704376741822195,2.64089678775786,1.50670312460909,2.3837028642003,1.20790063755536,2.92870281027381,1.85916347558778
235,1.09611738209377,0.685771837148791,1.41364371003698,0.769437350625973,2.27031895454042,0.703521689805888,2.63501833886656,1.50515587070115,2.38075756777701,1.20707073933777,2.92141790677238,1.85681609427821
236,1.09326726053245,0.684255351413664,1.40934298000054,0.767522695165911,2.26767517610803,0.702695734590748,2.62903908780497,1.50361405238639,2.37770759267858,1.2062561621472,2.91428123729908,1.85439418574212
237,1.09043844458776,0.682753030913275,1.40507034225698,0.765616491908223,2.26493167748713,0.701863006483152,2.62321184829654,1.50208266646688,2.37465451304411,1.20545310477183,2.90717308596302,1.85201428370446
238,1.08760620842398,0.681234621182767,1.40082649728723,0.763705895480448,2.26225060706225,0.70101396117148,2.61734174714855,1.50052576417148,2.37158268151515,1.2046166422263,2.89978576546498,1.8496367739165
239,1.08481507731362,0.679739677689025,1.39660806254367,0.761813143926971,2.25955057214531,0.70014039687753,2.61137215189084,1.49900363578925,2.36852338276644,1.20377230782179,2.89238889467711,1.84726736918393
240,1.08204297367278,0.678232409547718,1.39240451219577,0.759924660885667,2.25686874157654,0.699282624605394,2.60543315662731,1.49750458576516,2.36542977079817,1.20296545438109,2.88517385155783,1.84486458496802
241,1.07928231034706,0.676731661320655,1.38824422522589,0.75803472485257,2.25412699080034,0.698448596070326,2.599542753705,1.49598316158039,2.3624377501192,1.20212753354823,2.87776006112398,1.84251060218917
242,1.07655104510191,0.675228406934845,1.38410222250082,0.756160462248292,2.25146482906913,0.697622831008671,2.59353432749162,1.49446313727383,2.35950632934961,1.20129622467662,2.87040116704459,1.84014771971992
243,1.07382866121217,0.673741009850732,1.37996099527687,0.754295061016839,2.24881732591938,0.696764873795545,2.58762792912937,1.49295099160548,2.35655433038985,1.2004470760667,2.86315553054229,1.83779214653772
244,1.07113941047263,0.672267171878661,1.37587659453485,0.752462422552019,2.24609676137069,0.695918554613787,2.58168204673913,1.49147024429209,2.35351414840726,1.19962306833635,2.85589599978678,1.83537886403305
245,1.06844388716033,0.670807552799098,1.37181058856419,0.750628130441786,2.24341021031503,0.695096687077342,2.57574626525899,1.48999067084106,2.35057113421373,1.19881683463446,2.84867458367287,1.83295726823555
246,1.06577128222102,0.669348113349018,1.36775656212062,0.748803118473687,2.24062824416284,0.694284466851659,2.56974847220309,1.48850083581962,2.34773695151744,1.19797552622233,2.84140561775746,1.83052713309212
247,1.06311749762338,0.667904337473131,1.36375706211609,0.74698521124162,2.23786307749868,0.693456327449514,2.56368286605969,1.48699447271707,2.34479677897285,1.19715075337969,2.83404285866855,1.82810003606824
248,1.06048171260848,0.666469447198148,1.35976965959606,0.745171494616251,2.23504006338398,0.692615665403165,2.55759701920937,1.48551511063972,2.34185533040998,1.1963486561267,2.82660513612191,1.82565465431587
249,1.05785184370382,0.665031794689502,1.35584122277817,0.743358873242212,2.23224728339372,0.691774593233961,2.55150148934995,1.48405533287326,2.33878379501841,1.1955772788959,2.81941345448285,1.8231955127034
250,1.05522258573444,0.663579738532686,1.35193178555677,0.741518729591665,2.22946695549462,0.690941035445352,2.54552777144365,1.48261367974138,2.3357039511378,1.19479972471097,2.81210481644603,1.82077711883209
251,1.05255437159582,0.662128808099556,1.34801537957438,0.739703818451297,2.22671523511736,0.690106796346805,2.5393922944219,1.48117783404394,2.33268272148389,1.19397435980882,2.80500788273592,1.81837461034219
252,1.04990627516629,0.660660565694216,1.34412742417719,0.73789527770279,2.22395899922718,0.689281518336577,2.53316563995444,1.47969915927424,2.32962110873898,1.19313708237218,2.79801654235382,1.81596793662937
253,1.04727623352508,0.659218168835111,1.34025124411402,0.736113466499709,2.22113327286025,0.688463673212984,2.52704634519141,1.47824665910367,2.32666261841129,1.1923001806777,2.79088597597577,1.81359219164314
254,1.04465480695163,0.657786604429272,1.33640873903608,0.734345005120532,2.21823079796752,0.687646142995213,2.52095469753301,1.47678094953155,2.32357378876509,1.19146250790906,2.78379996990776,1.8112238294711
255,1.04202998947067,0.656382515591995,1.33260885447738,0.732585820979586,2.21531594074773,0.686818899860118,2.51498699792215,1.47529680366134,2.32039967636927,1.1906418310167,2.77680694706298,1.8089112564742
256,1.03944657877637,0.654977115085526,1.32883149326592,0.730834149242488,2.21244094932438,0.686007101073655,2.50912293419278,1.47378881833043,2.31730090403999,1.18982643278992,2.76971426217936,1.80660001712949
257,1.03685798392272,0.653554815281717,1.32505825947966,0.729070327933901,2.20940674295468,0.685185849497812,2.5031340631786,1.47229666996782,2.31413992104948,1.18898792960179,2.7625880370491,1.80424286205802
